OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
29-1298,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",detailed,36070,2.9,46.77,97270,3.4,20.77,29.17,39.63,60.61,77.4,43200,60680,82420,126070,160990,,
29-2000,Health Technologists and Technicians,minor,2861180,0.4,23.55,48990,0.2,13.57,16.86,21.93,28.61,36.57,28230,35080,45620,59510,76060,,
29-2010,Clinical Laboratory Technologists and Technicians,broad,326220,1.1,26.92,55990,0.4,15.12,19.08,26.05,33.48,40.24,31450,39680,54180,69650,83700,,
29-2010,Clinical Laboratory Technologists and Technicians,detailed,326220,1.1,26.92,55990,0.4,15.12,19.08,26.05,33.48,40.24,31450,39680,54180,69650,83700,,
29-2031,Cardiovascular Technologists and Technicians,detailed,55980,1.6,29.3,60940,0.5,14.49,18.87,28.41,37.58,46.54,30140,39250,59100,78170,96790,,
29-2032,Diagnostic Medical Sonographers,detailed,73920,1.3,37.4,77790,0.4,25.86,30.3,36.5,43.72,50.65,53790,63020,75920,90940,105340,,
29-2033,Nuclear Medicine Technologists,detailed,17510,2.3,39.46,82080,0.4,27.8,32.87,38.27,45.78,52.44,57830,68370,79590,95230,109070,,
29-2034,Radiologic Technologists and Technicians,detailed,206720,0.9,31.17,64840,0.3,20.28,24.36,29.76,36.79,44.55,42180,50670,61900,76520,92660,,
29-2035,Magnetic Resonance Imaging Technologists,detailed,39270,2.2,36.52,75960,0.5,25.43,29.87,35.91,42.49,50.1,52880,62140,74690,88370,104210,,
29-2040,Emergency Medical Technicians and Paramedics,broad,257700,1.3,19.41,40370,0.9,11.85,14.03,17.62,22.99,29.88,24650,29170,36650,47810,62150,,
29-2040,Emergency Medical Technicians and Paramedics,detailed,257700,1.3,19.41,40370,0.9,11.85,14.03,17.62,22.99,29.88,24650,29170,36650,47810,62150,,
29-2050,Health Practitioner Support Technologists and Technicians,broad,803920,0.7,18.74,38970,0.3,12.31,14.38,17.63,22.1,27.45,25610,29900,36680,45980,57090,,
29-2051,Dietetic Technicians,detailed,26430,2.7,15.83,32920,0.7,10.09,12.26,14.48,18.31,23.56,20980,25490,30110,38090,49000,,
29-2052,Pharmacy Technicians,detailed,415310,0.9,17.52,36450,0.3,12.21,13.99,16.87,20.03,24.25,25400,29090,35100,41660,50430,,
29-2053,Psychiatric Technicians,detailed,85330,1.9,18.31,38080,1.1,12.0,13.78,16.84,21.16,28.38,24960,28660,35030,44020,59020,,
29-2055,Surgical Technologists,detailed,107400,1.2,24.77,51510,0.3,16.4,19.72,23.9,29.32,35.15,34120,41010,49710,60980,73110,,
29-2056,Veterinary Technologists and Technicians,detailed,109490,2.0,18.2,37860,0.7,12.27,14.44,17.43,21.1,25.2,25520,30030,36260,43890,52410,,
29-2057,Ophthalmic Medical Technicians,detailed,59960,3.5,19.24,40010,0.8,12.42,14.92,18.24,22.83,27.84,25830,31030,37940,47490,57900,,
29-2060,Licensed Practical and Licensed Vocational Nurses,broad,676440,0.7,24.08,50090,0.2,17.1,20.22,23.47,27.82,31.5,35570,42060,48820,57860,65520,,
29-2061,Licensed Practical and Licensed Vocational Nurses,detailed,676440,0.7,24.08,50090,0.2,17.1,20.22,23.47,27.82,31.5,35570,42060,48820,57860,65520,,
29-2080,"Opticians, Dispensing",broad,68180,2.6,19.89,41380,0.9,12.54,14.68,18.53,24.11,29.9,26080,30540,38530,50150,62180,,
29-2081,"Opticians, Dispensing",detailed,68180,2.6,19.89,41380,0.9,12.54,14.68,18.53,24.11,29.9,26080,30540,38530,50150,62180,,
29-2091,Orthotists and Prosthetists,detailed,9550,5.5,35.63,74120,1.6,20.09,25.85,33.75,42.9,52.95,41790,53770,70190,89240,110130,,
29-2092,Hearing Aid Specialists,detailed,7770,6.5,26.26,54630,2.1,14.4,18.57,25.3,30.83,39.02,29960,38620,52630,64120,81170,,
29-2098,"Medical Dosimetrists, Medical Records Specialists, and Health Technologists and Technicians, All Other",detailed,318010,1.0,23.21,48270,0.4,13.85,16.74,21.2,27.81,35.28,28800,34810,44090,57840,73370,,
29-9000,Other Healthcare Practitioners and Technical Occupations,minor,106380,1.7,28.5,59280,0.9,14.38,18.37,24.79,34.84,48.36,29910,38200,51560,72460,100600,,
29-9091,Athletic Trainers,detailed,27430,2.7,,52230,0.8,,,,,,32980,41310,49860,61280,75810,True,
29-9092,Genetic Counselors,detailed,2280,4.3,43.13,89710,1.2,32.18,35.61,41.2,49.86,60.75,66930,74060,85700,103700,126350,,
29-9098,"Health Information Technologists, Medical Registrars, Surgical Assistants, and Healthcare Practitioners and Technical Workers, All Other",detailed,76670,2.1,29.28,60900,1.1,14.0,17.71,24.92,36.95,50.81,29130,36840,51840,76860,105690,,
31-0000,Healthcare Support Occupations,major,6440880,0.4,15.5,32250,0.2,10.31,12.26,14.4,17.74,22.3,21450,25490,29960,36900,46380,,
31-1100,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",minor,4677760,0.5,14.1,29320,0.2,10.01,11.75,13.59,15.66,18.93,20810,24430,28270,32580,39370,,
31-1120,Home Health and Personal Care Aides,broad,3211590,0.7,13.49,28060,0.3,9.68,11.33,13.02,15.04,17.79,20130,23560,27080,31280,36990,,
31-1120,Home Health and Personal Care Aides,detailed,3211590,0.7,13.49,28060,0.3,9.68,11.33,13.02,15.04,17.79,20130,23560,27080,31280,36990,,
31-1130,"Nursing Assistants, Orderlies, and Psychiatric Aides",broad,1466170,0.6,15.43,32090,0.3,10.91,12.78,14.83,17.81,20.4,22680,26590,30850,37040,42440,,
31-1131,Nursing Assistants,detailed,1371050,0.6,15.41,32050,0.3,10.94,12.81,14.83,17.78,20.25,22750,26650,30850,36990,42110,,
31-1132,Orderlies,detailed,43570,1.9,15.28,31780,0.5,10.7,12.35,14.44,17.56,21.42,22260,25680,30030,36530,44550,,
31-1133,Psychiatric Aides,detailed,51550,2.3,16.01,33300,0.9,10.5,12.32,15.18,18.88,23.5,21840,25630,31570,39270,48880,,
31-2000,Occupational Therapy and Physical Therapist Assistants and Aides,minor,186900,1.3,25.19,52400,0.5,12.11,15.73,26.08,32.2,38.69,25200,32710,54250,66970,80480,,
31-2010,Occupational Therapy Assistants and Aides,broad,48380,2.0,28.85,60010,0.8,15.82,23.27,29.3,35.11,40.03,32900,48410,60950,73030,83260,,
31-2011,Occupational Therapy Assistants,detailed,42750,2.2,30.49,63420,0.5,20.76,25.79,30.26,35.95,40.43,43180,53640,62940,74770,84090,,
31-2012,Occupational Therapy Aides,detailed,5630,6.9,16.42,34160,3.6,9.62,11.12,14.51,18.81,28.27,20010,23130,30180,39120,58800,,
31-2020,Physical Therapist Assistants and Aides,broad,138520,1.5,23.92,49750,0.5,11.7,14.63,24.02,31.16,37.91,24340,30440,49970,64810,78860,,
31-2021,Physical Therapist Assistants,detailed,92740,1.6,28.58,59440,0.5,16.27,23.2,28.74,34.04,39.65,33840,48260,59770,70800,82470,,
31-2022,Physical Therapist Aides,detailed,45790,2.3,14.47,30110,0.7,9.86,11.66,13.68,16.0,19.51,20500,24250,28450,33280,40580,,
31-9000,Other Healthcare Support Occupations,minor,1576220,0.5,18.53,38540,0.2,12.55,14.56,17.68,21.59,25.95,26100,30290,36780,44900,53980,,
31-9010,Massage Therapists,broad,85040,3.0,22.77,47350,1.1,10.86,14.43,20.97,28.74,38.06,22580,30010,43620,59790,79150,,
31-9011,Massage Therapists,detailed,85040,3.0,22.77,47350,1.1,10.86,14.43,20.97,28.74,38.06,22580,30010,43620,59790,79150,,
31-9090,Miscellaneous Healthcare Support Occupations,broad,1491180,0.6,18.29,38030,0.2,12.61,14.57,17.6,21.23,25.44,26230,30300,36610,44150,52920,,
31-9091,Dental Assistants,detailed,312140,0.9,20.34,42310,0.4,13.91,16.57,19.8,23.95,28.07,28940,34470,41180,49810,58390,,
31-9092,Medical Assistants,detailed,710200,0.9,17.75,36930,0.2,12.95,14.59,17.23,19.85,24.32,26930,30360,35850,41280,50580,,
31-9093,Medical Equipment Preparers,detailed,56870,1.6,19.75,41070,0.6,13.2,15.53,18.65,23.23,28.54,27450,32300,38800,48310,59370,,
31-9094,Medical Transcriptionists,detailed,49530,4.8,17.94,37310,2.5,10.48,13.01,16.96,21.76,26.55,21790,27070,35270,45260,55220,,
31-9095,Pharmacy Aides,detailed,38900,4.1,15.5,32250,1.4,10.08,11.88,14.08,17.64,24.23,20960,24720,29280,36690,50390,,
31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,98810,2.3,14.89,30980,0.6,10.37,12.2,14.39,17.26,19.75,21570,25370,29930,35900,41080,,
31-9097,Phlebotomists,detailed,128020,1.7,17.92,37280,0.4,12.83,14.72,17.46,20.26,24.4,26690,30610,36320,42130,50740,,
31-9099,"Healthcare Support Workers, All Other",detailed,96720,2.1,19.92,41430,0.5,11.87,14.54,19.0,24.25,29.39,24700,30240,39530,50430,61120,,
33-0000,Protective Service Occupations,major,3351180,0.4,25.11,52220,0.7,11.88,14.82,21.02,31.77,45.2,24710,30820,43710,66090,94020,,
33-1000,Supervisors of Protective Service Workers,minor,323580,0.6,38.02,79080,0.8,18.43,24.84,34.79,48.6,63.08,38340,51680,72360,101090,131210,,
33-1010,First-Line Supervisors of Law Enforcement Workers,broad,175730,0.4,42.4,88190,0.9,21.4,28.23,39.85,53.61,67.37,44510,58730,82880,111500,140130,,
33-1011,First-Line Supervisors of Correctional Officers,detailed,53420,0.4,32.5,67600,1.0,18.14,22.41,29.28,40.94,51.82,37720,46610,60910,85160,107780,,
33-1012,First-Line Supervisors of Police and Detectives,detailed,122310,0.5,46.72,97180,0.8,25.29,33.19,44.7,58.61,73.12,52610,69030,92970,121910,152090,,
33-1020,First-Line Supervisors of Firefighting and Prevention Workers,broad,69000,0.9,39.99,83170,0.8,20.98,28.43,37.92,49.6,62.25,43640,59130,78870,103170,129470,,
33-1021,First-Line Supervisors of Firefighting and Prevention Workers,detailed,69000,0.9,39.99,83170,0.8,20.98,28.43,37.92,49.6,62.25,43640,59130,78870,103170,129470,,
33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",broad,78860,1.9,26.54,55210,0.6,14.63,18.51,25.31,31.72,40.28,30420,38500,52650,65970,83780,,
33-1090,"Miscellaneous First-Line Supervisors, Protective Service Workers",detailed,78860,1.9,26.54,55210,0.6,14.63,18.51,25.31,31.72,40.28,30420,38500,52650,65970,83780,,
33-2000,Firefighting and Prevention Workers,minor,328260,0.7,27.31,56800,1.0,13.02,17.45,25.51,34.44,45.25,27080,36300,53060,71630,94110,,
33-2010,Firefighters,broad,311350,0.7,27.09,56360,1.0,12.95,17.24,25.24,34.07,45.09,26940,35850,52500,70870,93790,,
33-2011,Firefighters,detailed,311350,0.7,27.09,56360,1.0,12.95,17.24,25.24,34.07,45.09,26940,35850,52500,70870,93790,,
33-2020,Fire Inspectors,broad,16920,3.1,31.26,65010,1.3,16.65,22.26,29.87,38.55,47.7,34630,46290,62120,80180,99210,,
33-2021,Fire Inspectors and Investigators,detailed,14010,3.8,32.54,67680,1.6,19.16,24.15,31.06,39.33,48.45,39860,50230,64610,81800,100780,,
33-2022,Forest Fire Inspectors and Prevention Specialists,detailed,2900,1.6,25.06,52130,1.2,14.26,16.05,20.26,31.91,41.48,29660,33380,42150,66370,86270,,
33-3000,Law Enforcement Workers,minor,1203450,0.4,31.37,65240,0.7,16.91,21.11,28.53,39.34,50.59,35170,43910,59340,81820,105220,,
33-3010,"Bailiffs, Correctional Officers, and Jailers",broad,423980,0.6,25.15,52310,0.8,15.6,18.2,22.81,30.5,39.37,32450,37850,47440,63440,81890,,
33-3011,Bailiffs,detailed,18120,1.2,24.87,51730,1.2,12.35,17.13,23.08,32.0,39.12,25680,35630,48000,66560,81360,,
33-3012,Correctional Officers and Jailers,detailed,405870,0.6,25.16,52340,0.8,15.78,18.24,22.79,30.43,39.39,32830,37950,47410,63290,81940,,
33-3020,Detectives and Criminal Investigators,broad,105980,0.4,42.93,89300,0.9,22.13,28.66,41.8,53.8,70.19,46020,59620,86940,111900,146000,,
33-3021,Detectives and Criminal Investigators,detailed,105980,0.4,42.93,89300,0.9,22.13,28.66,41.8,53.8,70.19,46020,59620,86940,111900,146000,,
33-3030,Fish and Game Wardens,broad,7230,0.4,27.79,57810,0.4,14.37,21.28,27.9,33.79,39.4,29880,44250,58040,70270,81960,,
33-3031,Fish and Game Wardens,detailed,7230,0.4,27.79,57810,0.4,14.37,21.28,27.9,33.79,39.4,29880,44250,58040,70270,81960,,
33-3040,Parking Enforcement Workers,broad,7560,2.0,21.57,44870,1.6,13.16,16.02,20.23,26.22,31.86,27370,33330,42070,54530,66260,,
33-3041,Parking Enforcement Workers,detailed,7560,2.0,21.57,44870,1.6,13.16,16.02,20.23,26.22,31.86,27370,33330,42070,54530,66260,,
33-3050,Police Officers,broad,658700,0.5,33.66,70010,0.9,18.49,23.55,31.54,41.75,52.39,38460,48980,65600,86850,108960,,
33-3051,Police and Sheriff's Patrol Officers,detailed,654900,0.5,33.66,70000,0.9,18.47,23.54,31.51,41.77,52.42,38420,48950,65540,86880,109040,,
33-3052,Transit and Railroad Police,detailed,3800,7.3,34.13,71000,2.4,21.4,26.0,34.89,40.07,47.62,44520,54080,72580,83360,99050,,
33-9000,Other Protective Service Workers,minor,1495880,0.8,16.8,34940,0.4,10.32,12.45,15.02,19.31,25.34,21460,25900,31230,40160,52700,,
33-9010,Animal Control Workers,broad,11580,2.5,19.56,40680,0.8,12.04,14.92,18.48,23.39,29.46,25050,31040,38430,48640,61270,,
33-9011,Animal Control Workers,detailed,11580,2.5,19.56,40680,0.8,12.04,14.92,18.48,23.39,29.46,25050,31040,38430,48640,61270,,
33-9020,Private Detectives and Investigators,broad,32200,8.5,28.89,60100,3.7,15.12,18.46,25.64,35.19,46.61,31440,38400,53320,73190,96950,,
33-9021,Private Detectives and Investigators,detailed,32200,8.5,28.89,60100,3.7,15.12,18.46,25.64,35.19,46.61,31440,38400,53320,73190,96950,,
33-9030,Security Guards and Gambling Surveillance Officers,broad,1062740,1.1,16.54,34410,0.5,10.55,12.61,14.94,18.88,24.84,21950,26220,31080,39260,51660,,
33-9031,Gambling Surveillance Officers and Gambling Investigators,detailed,8340,5.6,19.19,39910,1.3,12.21,13.94,16.97,22.28,30.02,25400,28990,35300,46340,62450,,
33-9032,Security Guards,detailed,1054400,1.1,16.52,34360,0.5,10.54,12.6,14.93,18.86,24.81,21930,26200,31050,39220,51600,,
33-9090,Miscellaneous Protective Service Workers,broad,389350,1.1,16.41,34140,0.4,9.61,11.89,14.78,19.67,24.68,19990,24740,30740,40910,51340,,
33-9091,Crossing Guards and Flaggers,detailed,85050,2.3,16.45,34220,1.1,10.08,12.35,14.8,19.0,24.76,20960,25680,30790,39520,51500,,
33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,113150,2.2,13.0,27050,1.1,8.89,9.94,12.03,14.46,18.43,18490,20680,25020,30070,38330,,
33-9093,Transportation Security Screeners,detailed,46850,0.7,21.6,44920,0.6,17.83,19.39,21.3,23.05,25.74,37090,40330,44300,47950,53540,,
33-9098,"School Bus Monitors and Protective Service Workers, All Other",detailed,144310,2.1,17.38,36140,0.6,10.39,12.76,15.37,19.85,26.84,21610,26540,31960,41290,55830,,
35-0000,Food Preparation and Serving Related Occupations,major,11262850,0.2,13.3,27650,0.2,8.78,9.8,12.26,14.91,19.05,18260,20380,25500,31020,39630,,
35-1000,Supervisors of Food Preparation and Serving Workers,minor,993030,0.7,19.24,40010,0.3,11.17,13.51,17.26,23.43,30.3,23240,28100,35900,48730,63030,,
35-1010,Supervisors of Food Preparation and Serving Workers,broad,993030,0.7,19.24,40010,0.3,11.17,13.51,17.26,23.43,30.3,23240,28100,35900,48730,63030,,
35-1011,Chefs and Head Cooks,detailed,101490,2.6,28.24,58740,1.5,14.57,18.95,25.66,34.3,43.65,30300,39420,53380,71350,90790,,
35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,891540,0.7,18.21,37880,0.3,11.02,13.25,16.62,22.11,28.53,22910,27560,34570,46000,59330,,
35-2000,Cooks and Food Preparation Workers,minor,2977730,0.6,13.38,27820,0.2,9.05,10.66,13.02,15.28,18.5,18830,22180,27070,31780,38490,,
35-2010,Cooks,broad,2184130,0.7,13.55,28180,0.2,9.13,10.8,13.1,15.44,18.71,18990,22460,27250,32120,38920,,
35-2011,"Cooks, Fast Food",detailed,544420,2.1,11.68,24300,0.5,8.46,9.45,11.72,13.44,15.11,17590,19650,24380,27960,31430,,
35-2012,"Cooks, Institution and Cafeteria",detailed,387300,0.8,14.4,29940,0.3,9.55,11.21,13.78,16.84,19.99,19860,23320,28650,35020,41580,,
35-2013,"Cooks, Private Household",detailed,320,30.7,22.51,46810,17.0,13.4,14.26,15.69,23.04,47.59,27860,29650,32630,47920,98980,,
35-2014,"Cooks, Restaurant",detailed,1109650,0.9,14.2,29530,0.3,9.66,11.64,13.84,16.13,19.16,20100,24210,28800,33550,39840,,
35-2015,"Cooks, Short Order",detailed,123350,3.8,12.99,27030,0.9,8.92,10.42,12.77,14.99,17.89,18550,21670,26570,31170,37210,,
35-2019,"Cooks, All Other",detailed,19080,6.7,15.55,32350,1.8,9.84,12.24,14.65,17.99,22.28,20470,25460,30460,37420,46350,,
35-2020,Food Preparation Workers,broad,793590,1.5,12.9,26820,0.4,8.88,10.29,12.53,14.83,17.79,18460,21400,26070,30850,37000,,
35-2021,Food Preparation Workers,detailed,793590,1.5,12.9,26820,0.4,8.88,10.29,12.53,14.83,17.79,18460,21400,26070,30850,37000,,
35-3000,Food and Beverage Serving Workers,minor,6135730,0.4,12.47,25930,0.3,8.57,9.44,11.57,13.93,17.36,17830,19630,24050,28980,36100,,
35-3010,Bartenders,broad,486720,1.2,13.9,28910,0.6,8.63,9.43,12.0,15.45,22.93,17940,19620,24960,32130,47690,,
35-3011,Bartenders,detailed,486720,1.2,13.9,28910,0.6,8.63,9.43,12.0,15.45,22.93,17940,19620,24960,32130,47690,,
35-3020,Fast Food and Counter Workers,broad,3450120,0.7,11.8,24540,0.3,8.63,9.52,11.47,13.42,15.37,17940,19800,23860,27920,31960,,
35-3023,Fast Food and Counter Workers,detailed,3450120,0.7,11.8,24540,0.3,8.63,9.52,11.47,13.42,15.37,17940,19800,23860,27920,31960,,
35-3030,Waiters and Waitresses,broad,1944240,0.6,13.2,27470,0.5,8.42,9.27,11.42,14.73,20.46,17520,19290,23740,30650,42550,,
35-3031,Waiters and Waitresses,detailed,1944240,0.6,13.2,27470,0.5,8.42,9.27,11.42,14.73,20.46,17520,19290,23740,30650,42550,,
35-3040,"Food Servers, Nonrestaurant",broad,254650,1.4,13.2,27460,0.4,9.3,10.67,12.46,14.82,18.22,19350,22200,25910,30830,37910,,
35-3041,"Food Servers, Nonrestaurant",detailed,254650,1.4,13.2,27460,0.4,9.3,10.67,12.46,14.82,18.22,19350,22200,25910,30830,37910,,
35-9000,Other Food Preparation and Serving Related Workers,minor,1156370,0.8,12.38,25740,0.3,8.78,9.77,12.03,13.97,15.95,18270,20320,25010,29060,33170,,
35-9010,Dining Room and Cafeteria Attendants and Bartender Helpers,broad,374940,1.6,12.64,26300,0.5,8.78,9.69,12.03,14.12,17.29,18260,20160,25010,29370,35970,,
35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,374940,1.6,12.64,26300,0.5,8.78,9.69,12.03,14.12,17.29,18260,20160,25010,29370,35970,,
35-9020,Dishwashers,broad,395660,1.2,12.31,25600,0.3,8.98,10.13,12.15,13.92,15.52,18670,21060,25270,28960,32280,,
35-9021,Dishwashers,detailed,395660,1.2,12.31,25600,0.3,8.98,10.13,12.15,13.92,15.52,18670,21060,25270,28960,32280,,
35-9030,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",broad,316700,1.5,11.92,24800,0.5,8.55,9.46,11.48,13.54,15.56,17780,19670,23880,28170,32360,,
35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,316700,1.5,11.92,24800,0.5,8.55,9.46,11.48,13.54,15.56,17780,19670,23880,28170,32360,,
35-9090,Miscellaneous Food Preparation and Serving Related Workers,broad,69070,4.4,13.41,27880,1.0,9.1,11.01,13.02,14.98,18.12,18930,22890,27080,31150,37690,,
35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,69070,4.4,13.41,27880,1.0,9.1,11.01,13.02,14.98,18.12,18930,22890,27080,31150,37690,,
37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,4090370,0.3,15.75,32760,0.2,9.95,11.89,14.39,18.34,23.89,20700,24730,29940,38150,49690,,
37-1000,Supervisors of Building and Grounds Cleaning and Maintenance Workers,minor,244990,1.1,23.61,49110,0.4,13.86,17.18,22.25,28.9,36.17,28830,35740,46280,60120,75240,,
37-1010,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,broad,244990,1.1,23.61,49110,0.4,13.86,17.18,22.25,28.9,36.17,28830,35740,46280,60120,75240,,
37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,141260,1.3,21.87,45500,0.5,13.03,15.84,20.21,26.63,33.24,27110,32950,42040,55380,69130,,
37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,103730,1.8,25.98,54040,0.6,16.22,19.52,24.52,31.01,38.77,33750,40600,51010,64490,80650,,
37-2000,Building Cleaning and Pest Control Workers,minor,2882710,0.4,14.79,30760,0.3,9.65,11.35,13.64,17.04,21.88,20070,23600,28360,35450,45520,,
37-2010,Building Cleaning Workers,broad,2803150,0.4,14.66,30490,0.3,9.63,11.3,13.54,16.81,21.48,20020,23500,28160,34970,44670,,
37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,1990510,0.6,15.1,31410,0.3,9.8,11.61,13.98,17.6,22.54,20380,24140,29080,36600,46870,,
37-2012,Maids and Housekeeping Cleaners,detailed,795590,1.0,13.47,28010,0.3,9.31,10.69,12.61,15.06,18.82,19370,22230,26220,31320,39140,,
37-2019,"Building Cleaning Workers, All Other",detailed,17050,10.0,18.68,38860,3.5,11.04,13.14,16.59,21.74,30.58,22950,27340,34510,45220,63610,,
37-2020,Pest Control Workers,broad,79560,2.2,19.4,40350,1.0,12.01,14.64,18.18,23.35,29.41,24980,30450,37820,48570,61170,,
37-2021,Pest Control Workers,detailed,79560,2.2,19.4,40350,1.0,12.01,14.64,18.18,23.35,29.41,24980,30450,37820,48570,61170,,
